KEY	UK	EN	DE	FR
Equipment/&DLC3_DwarvenWeapon_Greataxe+3_Ability	Твій показник Сили дорівнює 21, поки ти тримаєш цю зброю і налагоджений на неї. Вона не діє, якщо твій показник Сили вже дорівнює 21 або більше.	Your Strength score is 21 while you are wielding this weapon and are attuned to it. It has no effect if your Strength score is already 21 or higher.	Deine Stärke beträgt 21, wenn du diese Waffe führst und mit ihr im Einklang stehst. Wenn deine Stärke bereits 21 oder mehr beträgt, hat sie keinen Effekt.	Your Strength score is 21 while you are wielding this weapon and are attuned to it. It has no effect if your Strength score is already 21 or higher.
Equipment/&DLC3_DwarvenWeapon_Greataxe+3_Description	Подарунок від верховного жерця Аруна на ім'я Гайдон Маркл, що нещодавно прибув з Ріссом разом зі своєю паствою, ця зброя була символом дружби та співпраці між біженцями Тірмарії та їхніми господарями в Альянсі Снігу.	A gift from a high priest of Arun named Gideon Markle, recently arrived from the Rift with his flock, this weapon was a symbol of friendship and cooperation between the Tirmarian refugees and their hosts in the Snow Alliance.	Diese Waffe ist ein Geschenk von einem Hohepriester von Arun namens Gideon Markle, der vor Kurzem mit seinem Sprengel aus dem Riss eintraf, und ein Symbol der Freundschaft und Kooperation zwischen tirmarischen Flüchtlingen und ihren Gastgebern in der Schnee-Allianz.	A gift from a high priest of Arun named Gideon Markle, recently arrived from the Rift with his flock, this weapon was a symbol of friendship and cooperation between the Tirmarian refugees and their hosts in the Snow Alliance.
Equipment/&DLC3_DwarvenWeapon_Greataxe+3_Title	Імператор	Imperator	Imperator	Imperator
Equipment/&DLC3_DwarvenWeapon_HeavyCrossbow+3_Description	Цей арбалет виготовлений спеціально для піонерів гірськими магами Валкароккопуна, щоб боротися з реморхазами на північному сході.	This crossbow was crafted especially for pioneers by the mountain mages of Valkarokkopun, in order to fight remorhazes in the northeast.	Diese Armbrust wurde von den Bergmagiern von Valkarokkopun speziell für Pioniere hergestellt, um gegen Remorhaze im Nordosten zu kämpfen.	This crossbow was crafted especially for pioneers by the mountain mages of Valkarokkopun, in order to fight remorhazes in the northeast.
Equipment/&DLC3_DwarvenWeapon_HeavyCrossbow+3_Title	Бурильник	Driller	Bohrer	Driller
Equipment/&DLC3_DwarvenWeapon_Longsword+3_Ability	Твій показник Харизми дорівнює 21, поки ти тримаєш цю зброю та налаштований на неї. Вона не діє, якщо твій показник Харизми вже дорівнює 21 або більше.	Your Charisma score is 21 while you are wielding this weapon and are attuned to it. It has no effect if your Charisma score is already 21 or higher.	Dein Charisma beträgt 21, wenn du diese Waffe führst und mit ihr im Einklang stehst. Wenn dein Charisma bereits 21 oder mehr beträgt, hat sie keinen Effekt.	Your Charisma score is 21 while you are wielding this weapon and are attuned to it. It has no effect if your Charisma score is already 21 or higher.
Equipment/&DLC3_DwarvenWeapon_Longsword+3_Description	Цю дивну зброю виготовив майстер-кузняр Кшиштаф Флінтхол як експеримент, щоб керувати суперечливими елементами, і в результаті отримали унікальну чарівну меча.	This strange weapon was made by master smith Krzystaff Flinthall as an experiment to wield conflicting elements, and resulted in a unique magic sword.	Diese seltsame Waffe wurde vom Meisterschmied Krzystaff Flinthalle als Experiment geschmiedet, um gegensätzliche Elemente zu führen. Das Ergebnis war dieses einzigartige magische Schwert.	This strange weapon was made by master smith Krzystaff Flinthall as an experiment to wield conflicting elements, and resulted in a unique magic sword.
Equipment/&DLC3_DwarvenWeapon_Longsword+3_Title	Ковадло	Anvil	Amboss	Anvil
Equipment/&DLC3_DwarvenWeapon_Quarterstaff+3_Ability	Твій показник Мудрості дорівнює 21, поки ти тримаєш цю зброю і налаштований на неї. Вона не діє, якщо твій показник Мудрості вже дорівнює 21 або більше.	Your Wisdom score is 21 while you are wielding this weapon and are attuned to it. It has no effect if your Wisdom score is already 21 or higher.	Deine Weisheit beträgt 21, wenn du diese Waffe führst und mit ihr im Einklang stehst. Wenn deine Weisheit bereits 21 oder mehr beträgt, hat sie keinen Effekt.	Your Wisdom score is 21 while you are wielding this weapon and are attuned to it. It has no effect if your Wisdom score is already 21 or higher.
Equipment/&DLC3_DwarvenWeapon_Quarterstaff+3_Description	Викована майстром-кузнецом Кшиштофом Флінтхаллом, цю зброю зачарував один із перших священників Марайки, які ступили на Соласту після відкриття Розколу.	Forged by master smith Krzystaff Flinthall, this weapon was enchanted by one of the first priests of Maraike who set foot on Solasta, after the opening of the Rift.	Diese von Meisterschmied Krzystaff Flinthalle geschmiedete Waffe wurde von einem der ersten Priester von Maraike, die Solasta nach der Öffnung des Risses betraten, verzaubert.	Forged by master smith Krzystaff Flinthall, this weapon was enchanted by one of the first priests of Maraike who set foot on Solasta, after the opening of the Rift.
Equipment/&DLC3_DwarvenWeapon_Quarterstaff+3_Title	Чистота	Purity	Reinheit	Purity
Equipment/&DLC3_DwarvenWeapon_Shortsword+3_Ability	Твій показник спритності дорівнює 21, поки ти тримаєш цю зброю і налагоджений на неї. Якщо твій показник спритності вже дорівнює 21 або більше, це не має ефекту.	Your Dexterity score is 21 while you are wielding this weapon and are attuned to it. It has no effect if your Dexterity score is already 21 or higher.	Deine Geschicklichkeit beträgt 21, wenn du diese Waffe führst und mit ihr im Einklang stehst. Wenn deine Stärke bereits 21 oder mehr beträgt, hat sie keinen Effekt.	Your Dexterity score is 21 while you are wielding this weapon and are attuned to it. It has no effect if your Dexterity score is already 21 or higher.
Equipment/&DLC3_DwarvenWeapon_Shortsword+3_Description	Цю зброю знайшли серед лихварів у Турваамілліні, потім її назвав і використовував лорд дому Перлевінн, але ніхто ніколи не дізнався, хто її ковав та закляв.	This weapon was found among a den of thieves in Turvaamalinn, then named and used by a lord of house Perlevinn, but no one ever knew who forged and enchanted it.	Diese Waffe wurde in einer Diebeshöhle in Turvaamalinn gefunden, erhielt dann von einem Lord des Hauses Perlevinn einen Namen und wurde von ihm verwendet, aber niemand erfuhr je, wer sie geschmiedet und verzaubert hat.	This weapon was found among a den of thieves in Turvaamalinn, then named and used by a lord of house Perlevinn, but no one ever knew who forged and enchanted it.
